"";"Revenue";"Other Revenue, Total";"Total Revenue";"Cost of Revenue, Total";"Gross Profit";"Selling/General/Admin. Expenses, Total";"Research & Development";"Depreciation/Amortization";"Interest Expense(Income) - Net Operating";"Unusual Expense (Income)";"Other Operating Expenses, Total";"Total Operating Expense";"Operating Income";"Interest Income(Expense), Net Non-Operating";"Gain (Loss) on Sale of Assets";"Other, Net";"Income Before Tax";"Income After Tax";"Minority Interest";"Equity In Affiliates";"Net Income Before Extra. Items";"Accounting Change";"Discontinued Operations";"Extraordinary Item";"Net Income";"Preferred Dividends";"Income Available to Common Excl. Extra Items";"Income Available to Common Incl. Extra Items";"Basic Weighted Average Shares";"Basic EPS Excluding Extraordinary Items";"Basic EPS Including Extraordinary Items";"Dilution Adjustment";"Diluted Weighted Average Shares";"Diluted EPS Excluding Extraordinary Items";"Diluted EPS Including Extraordinary Items";"Dividends per Share - Common Stock Primary Issue";"Gross Dividends - Common Stock";"Net Income after Stock Based Comp. Expense";"Basic EPS after Stock Based Comp. Expense";"Diluted EPS after Stock Based Comp. Expense";"Depreciation, Supplemental";"Total Special Items";"Normalized Income Before Taxes";"Effect of Special Items on Income Taxes";"Income Taxes Ex. Impact of Special Items";"Normalized Income After Taxes";"Normalized Income Avail to Common";"Basic Normalized EPS";"Diluted Normalized EPS";"EndPeriod";"StartPeriod";"Company";"YearAvgPrice";"YearAvgPrice1QAfterStartPeriod";"YearAvgPrice2QAfterStartPeriod";"YearAvgPrice3QAfterStartPeriod";"YearAvgPrice4QAfterStartPeriod"
"2013-12-3183";768,36;NA;768,36;492,48;275,88;81;NA;32,81;NA;0,18;NA;606,47;161,89;NA;NA;-0,17;142,33;133,79;-3,82;NA;129,97;NA;NA;NA;129,97;NA;129,97;129,97;NA;NA;NA;NA;25,05;5,19;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,19;2013-12-31;2013-01-01;"ASPS";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3176";568,36;NA;568,36;366,2;202,16;67,07;NA;7,64;NA;0;NA;440,91;127,45;NA;NA;-0,07;124,65;115,91;-5,28;NA;110,63;NA;NA;NA;110,63;NA;110,63;110,63;NA;NA;NA;NA;24,96;4,43;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,43;2012-12-31;NA;"ASPS";NA;NA;NA;NA;NA
"2015-12-3186";746,65;NA;746,65;518,19;228,46;139,22;17,82;NA;NA;7,21;NA;682,44;64,21;NA;NA;-0,96;51,09;35,34;0,06;NA;35,41;NA;NA;NA;35,41;NA;35,41;35,41;NA;NA;NA;0;26,11;1,36;NA;0,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,55;2015-12-31;2015-01-01;"AIMC";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3187";819,82;NA;819,82;570,95;248,87;156,47;15,52;NA;NA;1,77;NA;744,71;75,11;NA;NA;0;63,12;40,18;-0,01;NA;40,17;NA;NA;NA;40,17;NA;40,17;40,17;NA;NA;NA;0,12;27,4;1,47;NA;0,46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,51;2014-12-31;2014-01-01;"AIMC";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3184";722,22;NA;722,22;506,84;215,38;130,16;12,54;NA;NA;1,11;NA;650,64;71,58;NA;NA;-1,66;59,34;40,19;0,09;NA;40,27;NA;NA;NA;40,27;NA;40,27;40,27;NA;NA;NA;NA;26,84;1,5;NA;0,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,53;2013-12-31;2013-01-01;"AIMC";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3177";731,99;NA;731,99;513,44;218,55;127,04;11,46;NA;NA;3,2;NA;655,14;76,85;NA;NA;-1,7;34,36;24,2;0,09;NA;24,29;NA;NA;NA;24,29;NA;24,29;24,29;NA;NA;NA;0;26,76;0,91;NA;0,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,81;2012-12-31;NA;"AIMC";NA;NA;NA;NA;NA
"2015-12-3187";418,28;NA;418,28;88,5;329,77;160,31;42,88;NA;NA;25,82;NA;317,5;100,77;NA;NA;NA;39,84;32,78;NA;NA;32,78;NA;NA;NA;32,78;NA;32,78;32,78;NA;NA;NA;NA;35,31;0,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,53;2015-12-31;2015-01-01;"AMAG";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3188";124,38;NA;124,38;20,31;104,08;72,25;24,16;NA;NA;11,5;NA;128,22;-3,84;NA;0,1;NA;-17,34;135,82;NA;NA;135,82;NA;NA;NA;135,82;NA;135,82;135,82;NA;NA;NA;NA;25,23;5,38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,68;2014-12-31;2014-01-01;"AMAG";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3185";80,86;NA;80,86;11,96;68,9;58,88;20,56;NA;NA;1,07;NA;92,47;-11,62;NA;0,92;NA;-9,6;-9,6;NA;NA;-9,6;NA;NA;NA;-9,6;NA;-9,6;-9,6;NA;NA;NA;0;21,7;-0,44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,44;2013-12-31;2013-01-01;"AMAG";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3178";85,38;NA;85,38;14,22;71,16;53,07;33,3;NA;NA;2,21;NA;102,8;-17,42;NA;NA;NA;-17,6;-16,75;NA;NA;-16,75;NA;NA;NA;-16,75;NA;-16,75;-16,75;NA;NA;NA;0;21,39;-0,78;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,72;2012-12-31;NA;"AMAG";NA;NA;NA;NA;NA
"2015-12-3188";81,76;NA;81,76;27,88;53,88;101,04;51,06;NA;NA;-1,31;NA;178,66;-96,91;NA;NA;-0,23;-118,29;-115,2;NA;NA;-115,2;NA;NA;NA;-115,2;NA;-149,06;-149,06;NA;NA;NA;NA;180,65;-0,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,83;2015-12-31;2015-01-01;"AMRN";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3189";54,2;NA;54,2;20,48;33,72;79,35;50,33;NA;NA;-38,03;NA;112,12;-57,92;NA;NA;3,73;-59,2;-56,36;NA;NA;-56,36;NA;NA;NA;-56,36;NA;-56,36;-56,36;NA;NA;NA;NA;173,72;-0,32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,47;2014-12-31;2014-01-01;"AMRN";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3186";26,35;NA;26,35;11,91;14,44;121,25;72,75;NA;NA;2,55;NA;208,46;-182,11;NA;NA;-1,19;-169,42;-166,23;NA;NA;-166,23;NA;NA;NA;-166,23;NA;-166,23;-166,23;NA;NA;NA;NA;161,02;-1,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,02;2013-12-31;2013-01-01;"AMRN";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3179";0;NA;0;NA;NA;57,79;58,96;NA;NA;NA;NA;116,75;-116,75;NA;NA;-0,43;-170,07;-179,18;NA;NA;-179,18;NA;NA;NA;-179,18;NA;-179,18;-179,18;NA;NA;NA;0;144,02;-1,24;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,24;2012-12-31;NA;"AMRN";NA;NA;NA;NA;NA
"2015-06-305";6070,23;NA;6070,23;6045,74;24,5;17,13;NA;NA;NA;NA;NA;6061,09;9,15;NA;NA;NA;9,15;7,05;NA;NA;7,05;NA;NA;NA;7,05;NA;7,05;7,05;NA;NA;NA;NA;7,06;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2015-06-30;2014-07-01;"AMRK";2,72638888888889;2,61686507936508;2,6122619047619;2,52988047808765;2,45549407114625
"2014-06-305";5979,35;NA;5979,35;5951,91;27,44;15,57;NA;NA;NA;NA;NA;5965,82;13,53;NA;NA;NA;13,53;8,26;NA;NA;8,26;NA;NA;NA;8,26;NA;8,26;8,26;NA;NA;NA;0;7,59;1,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,09;2014-06-30;2013-07-01;"AMRK";3,80511904761905;3,76801587301587;3,43210317460317;2,93222222222222;2,72830039525692
"2013-06-306";7247,72;NA;7247,72;7217,37;30,35;14,12;NA;NA;NA;NA;NA;7227,15;20,57;NA;NA;NA;20,57;12,51;NA;NA;12,51;NA;NA;NA;12,51;NA;12,51;12,51;NA;NA;NA;NA;7,71;1,62;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,62;2013-06-30;2012-07-01;"AMRK";3,04068273092369;2,94293172690763;3,31139442231076;3,69071146245059;3,80511904761905
"2012-06-304";7782,34;NA;7782,34;7755,9;26,44;15,56;NA;NA;NA;NA;NA;7763,42;18,92;NA;NA;NA;18,92;10,57;NA;NA;10,57;NA;NA;NA;10,57;NA;10,57;10,57;NA;NA;NA;NA;7,71;1,37;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,37;2012-06-30;NA;"AMRK";NA;NA;NA;NA;NA
"2015-12-3189";107006;NA;107006;71651;35355;20411;12540;NA;NA;NA;171;104773;2233;NA;NA;-256;1568;618;NA;-22;596;NA;NA;NA;596;NA;596;596;NA;NA;NA;0;477;1,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,25;2015-12-31;2015-01-01;"AMZN";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3190";88988;NA;88988;62752;26236;16650;9275;NA;NA;NA;133;88810;178;NA;NA;-118;-111;-278;NA;37;-241;NA;NA;NA;-241;NA;-241;-241;NA;NA;NA;NA;462;-0,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,52;2014-12-31;2014-01-01;"AMZN";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3187";74452;NA;74452;54181;20271;12847;6565;NA;NA;NA;114;73707;745;NA;NA;NA;506;345;NA;-71;274;NA;NA;NA;274;NA;274;274;NA;NA;NA;NA;465;0,59;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,59;2013-12-31;2013-01-01;"AMZN";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3180";61093;NA;61093;45971;15122;9723;4564;NA;NA;NA;159;60417;676;NA;NA;5;544;116;NA;-155;-39;NA;NA;NA;-39;NA;-39;-39;NA;NA;NA;0;453;-0,09;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,09;2012-12-31;NA;"AMZN";NA;NA;NA;NA;NA
"2016-01-31";316,37;NA;316,37;111,03;205,34;37,74;82,93;NA;NA;NA;NA;231,69;84,68;NA;NA;0,53;85,21;76,51;NA;NA;76,51;NA;NA;NA;76,51;NA;76,51;76,51;NA;NA;NA;0;33,76;2,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,27;2016-01-31;2015-02-01;"AMBA";2,59549800796813;2,51717131474104;2,43409482758621;2,42047619047619;2,36345794392523
"2015-01-31";218,28;NA;218,28;79,14;139,14;29,3;57,98;NA;NA;NA;NA;166,42;51,86;NA;NA;0,17;52,04;50,57;NA;NA;50,57;NA;NA;NA;50,57;NA;50,56;50,56;NA;NA;NA;0;32,28;1,57;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57;2015-01-31;2014-02-01;"AMBA";3,32669322709163;2,78434262948207;2,69027888446215;2,61561752988048;2,59549800796813
"2014-01-31";157,61;NA;157,61;57,76;99,85;23,15;48,78;NA;NA;NA;NA;129,69;27,92;NA;NA;-0,02;27,89;25,65;NA;NA;25,65;NA;NA;NA;25,65;NA;25,62;25,62;NA;NA;NA;0;30,17;0,85;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,85;2014-01-31;2013-02-01;"AMBA";3,42630952380952;3,7725;3,78384920634921;3,65338645418327;3,33095238095238
"2013-01-31";121,07;NA;121,07;40,41;80,66;17,93;42,83;NA;NA;NA;NA;101,16;19,91;NA;NA;0,14;20,04;18,19;NA;NA;18,19;NA;NA;NA;18,19;NA;8,61;8,61;NA;NA;NA;0,43;15,02;0,6;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6;2013-01-31;NA;"AMBA";NA;NA;NA;NA;NA
"2015-12-3190";2580,93;NA;2580,93;1137,13;1443,8;633,36;NA;83,03;NA;15;NA;1871,74;709,19;NA;NA;-1,19;582,79;381,7;-14,92;NA;366,79;NA;NA;NA;366,79;NA;366,79;366,79;NA;NA;NA;0;73,19;5,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,15;2015-12-31;2015-01-01;"AMCX";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3191";2175,64;NA;2175,64;983,58;1192,07;557,73;NA;69,05;NA;15,71;NA;1629,29;546,35;NA;NA;-18,61;397,03;267,87;-3,63;NA;264,25;NA;NA;NA;260,8;NA;264,25;260,8;NA;NA;NA;NA;72,85;3,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,77;2014-12-31;2014-01-01;"AMCX";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3188";1591,86;NA;1591,86;662,23;929,62;423,01;NA;54,67;NA;-131,86;NA;1010,78;581,08;NA;NA;2,96;469;290,16;0,58;NA;290,74;NA;NA;NA;290,74;NA;290,74;290,74;NA;NA;NA;0;72,7;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,88;2013-12-31;2013-01-01;"AMCX";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3181";1352,58;NA;1352,58;507,44;845,14;396,93;NA;85,38;NA;10,77;NA;1000,51;352,06;NA;NA;-2,51;222,27;136,22;NA;NA;136,22;NA;NA;NA;136,53;NA;136,22;136,53;NA;NA;NA;0;72,24;1,89;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,98;2012-12-31;NA;"AMCX";NA;NA;NA;NA;NA
"2015-09-302";3643,54;NA;3643,54;2349,49;1294,05;440,08;254,94;70,07;NA;13;NA;3127,59;515,95;NA;NA;4,11;513,4;446,16;NA;NA;446,16;NA;NA;NA;446,16;NA;446,16;446,16;NA;NA;NA;NA;155,22;2,87;NA;0,67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,95;2015-09-30;2014-10-01;"DOX";2,61519841269841;2,61210317460317;2,52988047808765;2,4525;2,41916230366492
"2014-09-303";3563,64;NA;3563,64;2306,89;1256,74;445,13;257,9;58,07;NA;NA;NA;3067,99;495,65;NA;NA;-3,24;489,55;422,12;NA;NA;422,12;NA;NA;NA;422,12;NA;422,12;422,12;NA;NA;NA;0;161,37;2,62;NA;0,59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,62;2014-09-30;2013-10-01;"DOX";3,76416666666667;3,4275;2,93222222222222;2,72484126984127;2,61553359683794
"2013-09-303";3345,85;NA;3345,85;2167,05;1178,8;418,57;240,27;38,41;NA;NA;NA;2864,3;481,55;NA;NA;-3,15;475,48;412,44;NA;NA;412,44;NA;NA;NA;412,44;NA;412,44;412,44;NA;NA;NA;NA;163,12;2,53;NA;0,52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,53;2013-09-30;2012-10-01;"DOX";2,94584;3,31365079365079;3,69071146245059;3,80575396825397;3,76379446640316
"2012-09-303";3246,9;NA;3246,9;2085,47;1161,43;424,67;242,06;52,23;NA;NA;NA;2804,43;442,47;NA;NA;-5,04;441,52;391,37;NA;NA;391,37;NA;NA;NA;391,37;NA;391,37;391,37;NA;NA;NA;0;169,44;2,31;NA;0,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,31;2012-09-30;NA;"DOX";NA;NA;NA;NA;NA
"2015-12-3191";19,45;NA;19,45;6,25;13,2;18,86;6,39;NA;NA;-2,17;NA;29,32;-9,87;NA;NA;-0,83;-23,91;-23,91;NA;NA;-23,91;NA;NA;NA;-23,91;NA;-23,91;-23,91;NA;NA;NA;NA;4,34;-5,5;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6;2015-12-31;2015-01-01;"AMDA";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3192";22,77;NA;22,77;7,91;14,86;32,28;6,74;NA;NA;2,19;NA;49,13;-26,36;NA;NA;-2,33;-32,58;-32,58;NA;NA;-32,58;NA;NA;NA;-32,58;NA;-32,58;-32,58;NA;NA;NA;NA;0,82;-39,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-37,24;2014-12-31;2014-01-01;"AMDA";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3189";22,31;NA;22,31;5,75;16,56;22,14;3,46;NA;NA;1,29;NA;32,65;-10,34;NA;NA;-0,09;-8,29;-8,29;NA;NA;-8,29;NA;NA;NA;-8,29;NA;-8,29;-8,29;NA;NA;NA;0;0,76;-10,94;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,23;2013-12-31;2013-01-01;"AMDA";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3182";23,07;NA;23,07;5,57;17,5;24,41;6,01;NA;NA;16,43;NA;52,42;-29,35;NA;NA;-0,15;-35,76;-35,03;NA;NA;-35,03;NA;NA;NA;-35,03;NA;-35,03;-35,03;NA;NA;NA;NA;0,76;-46,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-32,15;2012-12-31;NA;"AMDA";NA;NA;NA;NA;NA
"2015-12-3192";1280,54;NA;1280,54;725,91;554,63;466,49;NA;20,04;NA;77,27;NA;1289,71;-9,17;NA;NA;9,75;-0,31;-2,31;-0,71;NA;-3,02;NA;NA;NA;-3,02;NA;-3,02;-3,02;NA;NA;NA;NA;33,02;-0,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,43;2015-12-31;2015-01-01;"AMED";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3193";1204,55;NA;1204,55;691,06;513,49;458,03;NA;28,31;NA;3,11;NA;1180,51;24,05;NA;NA;2,06;20,98;13,3;-0,31;NA;12,99;NA;NA;NA;12,78;NA;12,99;12,78;NA;NA;NA;NA;32,82;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46;2014-12-31;2014-01-01;"AMED";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3190";1249,34;NA;1249,34;718;531,35;489,96;NA;36,87;NA;159,49;NA;1404,32;-154,97;NA;NA;4,33;-153,47;-94,7;1,6;NA;-93,11;NA;NA;NA;-96,18;NA;-93,11;-96,18;NA;NA;NA;NA;31,25;-2,98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34;2013-12-31;2013-01-01;"AMED";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3183";1440,84;NA;1440,84;810,7;630,13;537,68;NA;39,2;NA;162,1;NA;1549,69;-108,86;NA;NA;3,93;-115,28;-95,26;14,99;NA;-80,26;NA;NA;NA;-83,59;NA;-80,26;-83,59;NA;NA;NA;NA;29,9;-2,68;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,84;2012-12-31;NA;"AMED";NA;NA;NA;NA;NA
"2016-03-316";3275,66;NA;3275,66;312,43;2963,23;335,68;NA;290,69;NA;NA;1470,05;2408,84;866,81;NA;NA;0;768,91;489;NA;NA;489;NA;NA;NA;489;NA;489;489;NA;NA;NA;NA;19,6;24,95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,95;2016-03-31;2015-04-01;"UHAL";2,52888888888889;2,45403162055336;2,41916230366492;2,37330708661417;2,49287878787879
"2015-03-317";3074,53;NA;3074,53;304,83;2769,7;349,1;NA;278,17;NA;NA;1479,41;2411,51;663,02;NA;NA;-4,08;561,42;356,74;NA;NA;356,74;NA;NA;NA;356,74;NA;356,74;356,74;NA;NA;NA;NA;19,59;18,21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,21;2015-03-31;2014-04-01;"UHAL";2,93222222222222;2,72638888888889;2,61686507936508;2,61210317460317;2,53115079365079
"2014-03-318";2835,25;NA;2835,25;283,97;2551,28;372,97;NA;259,61;NA;NA;1288,48;2205,04;630,21;NA;NA;NA;537,52;342,39;NA;NA;342,39;NA;NA;NA;342,39;NA;342,39;342,39;NA;NA;NA;NA;19,56;17,51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,51;2014-03-31;2013-04-01;"UHAL";3,69071146245059;3,80511904761905;3,76801587301587;3,4275;2,93762845849802
"2013-03-319";2538,18;NA;2538,18;287,89;2250,29;362,95;NA;260,49;NA;NA;1150,16;2061,5;476,69;NA;22,5;NA;408,49;264,71;NA;NA;264,71;NA;NA;NA;264,71;NA;264,71;264,71;NA;NA;NA;NA;19,52;13,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,81;2013-03-31;NA;"UHAL";NA;NA;NA;NA;NA
"2015-12-3193";64,55;NA;64,55;14,83;49,73;18,71;NA;8,13;NA;NA;0;41,67;22,88;NA;NA;NA;22,88;22,88;0;NA;22,89;NA;NA;NA;26,61;NA;16,69;20,41;NA;NA;NA;0;60,25;0,28;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,28;2015-12-31;2015-01-01;"ATAX";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3194";45,64;NA;45,64;11,17;34,48;13,34;NA;6,08;NA;NA;0,07;30,67;14,98;NA;NA;NA;14,98;14,98;0;NA;14,98;NA;NA;NA;15,03;NA;14,56;14,61;NA;NA;NA;0;59,43;0,24;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,24;2014-12-31;2014-01-01;"ATAX";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3191";44,29;NA;44,29;6,99;37,3;12,1;NA;5,82;NA;NA;0,17;29,64;14,65;NA;NA;NA;14,65;14,65;-0,26;NA;14,38;NA;NA;NA;17,71;NA;14,08;17,41;NA;NA;NA;0;43,45;0,32;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,32;2013-12-31;2013-01-01;"ATAX";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3184";25,12;0;25,12;5,53;19,59;11,84;NA;4,98;NA;0;0;22,36;2,76;NA;NA;NA;2,76;2,76;-0,55;NA;2,21;NA;NA;NA;4,45;NA;3,05;5,28;NA;NA;NA;NA;37,37;0,08;NA;0,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,08;2012-12-31;NA;"ATAX";NA;NA;NA;NA;NA
"2015-12-3194";894216,63;NA;894216,63;418061,86;476154,77;203524,78;NA;125735,4;NA;NA;5440,34;752762,37;141454,26;NA;NA;NA;56140,43;36960,78;-1906,01;NA;35054,77;NA;NA;NA;35054,77;NA;35054,77;35054,77;NA;NA;NA;NA;66869;0,52;NA;0,57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,52;2015-12-31;2015-01-01;"AMOV";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3195";848261,82;NA;848261,82;386102,14;462159,68;185683,2;NA;114993,55;NA;NA;4928,68;691707,57;156554,25;NA;NA;NA;87205,27;47497,72;-1351,35;NA;46146,37;NA;NA;NA;46146,37;NA;46146,37;46146,37;NA;NA;NA;NA;69254;0,67;NA;0,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,67;2014-12-31;2014-01-01;"AMOV";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3192";786101,02;NA;786101,02;358291,18;427809,84;167184,57;NA;101534,83;NA;NA;4832,69;631843,27;154257,76;NA;NA;NA;105367,22;74974,49;-349,51;NA;74624,98;NA;NA;NA;74624,98;NA;74624,98;74624,98;NA;NA;NA;NA;72866;1,02;NA;0,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02;2013-12-31;2013-01-01;"AMOV";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3185";775069,65;NA;775069,65;341123,83;433945,81;165631,46;NA;103584,74;NA;NA;3579,64;613919,67;161149,98;NA;NA;-12535,71;137632,79;91649,34;-660,77;NA;90988,57;NA;NA;NA;90988,57;NA;90988,57;90988,57;NA;NA;NA;NA;76150;1,19;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19;2012-12-31;NA;"AMOV";NA;NA;NA;NA;NA
"2015-12-3195";40990;NA;40990;26603;14387;1394;NA;1364;NA;1051;4374;34786;6204;NA;NA;-747;4616;7610;NA;NA;7610;NA;NA;NA;7610;NA;7610;7610;NA;NA;NA;NA;687,36;11,07;NA;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,85;2015-12-31;2015-01-01;"AAL";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-3196";42650;NA;42650;30644;12006;1544;NA;1295;NA;800;4118;38401;4249;NA;NA;-181;3212;2882;NA;NA;2882;NA;NA;NA;2882;NA;2882;2882;NA;NA;NA;NA;734,02;3,93;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,67;2014-12-31;2014-01-01;"AAL";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-3193";26743;NA;26743;19805;6938;1158;NA;853;NA;3214;2969;27999;-1256;NA;NA;-88;-2180;-1834;NA;NA;-1834;NA;NA;NA;-1834;NA;-1834;-1834;NA;NA;NA;NA;163,05;-11,25;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,56;2013-12-31;2013-01-01;"AAL";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-3186";24855;NA;24855;19744;5111;1058;NA;845;NA;2594;2674;26915;-2060;NA;NA;221;-2445;-1876;NA;NA;-1876;NA;NA;NA;-1876;NA;-1876;-1876;NA;NA;NA;NA;125,23;-14,98;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,52;2012-12-31;NA;"AAL";NA;NA;NA;NA;NA
